description,date,sentiment
Bleach Creator Reveals Latest Contributions to Anime  ComicBook.com,"(15, 8, 2023)",POSITIVE
Top five youngsters who can breakthrough in LaLiga 2023-24  Khel Now,"(15, 8, 2023)",POSITIVE
"La Liga: Jude Bellingham scores on debut, Real Madrid win 2-0 vs Bilbao  Business Standard","(13, 8, 2023)",POSITIVE
Girona earns a draw at Anoeta (1-1)  gironafc.cat,"(12, 8, 2023)",POSITIVE
Will Burn the Witch Season 2 Drop Anytime Soon?  ComicBook.com,"(13, 8, 2023)",NEGATIVE
"Charlie, Joseph and Elisse showcase amazing teamwork in “Pira-Pirasong Larawan” Challenge  ABS-CBN Entertainment","(8, 8, 2023)",POSITIVE
Umar Sadiq Returns to LaLiga after Almost a Year  Brila,"(13, 8, 2023)",NEGATIVE
Jude Bellingham on target as Real Madrid kick off season with win  OrissaPOST,"(13, 8, 2023)",POSITIVE
Must-Visit Places to Dine and Camp in Consolacion  Sugbo.ph,"(12, 8, 2023)",POSITIVE
Bleach Creator Drops Big Hint About Next Manga Project  Screen Rant,"(19, 8, 2023)",NEGATIVE
Bleach Creator Reveals Latest Contributions to Anime  ComicBook.com,"(15, 8, 2023)",POSITIVE
Bleach Hell arc: Why the perfect time for Kubo to start is now  Sportskeeda,"(20, 8, 2023)",NEGATIVE
Kaitlyn Emiko Chu Crowned Nisei Week Queen  The Rafu Shimpo,"(17, 8, 2023)",POSITIVE
Top five youngsters who can breakthrough in LaLiga 2023-24  Khel Now,"(15, 8, 2023)",POSITIVE
Jude Bellingham continues hot start as Real Madrid wins at at Almeria  TSN,"(19, 8, 2023)",POSITIVE
10 Best Things Bleach Does That Naruto & One Piece Don't  CBR,"(18, 8, 2023)",POSITIVE
Bleach Creator Reveals One Detail He Wouldn't Cut From the Anime  ComicBook.com,"(16, 8, 2023)",POSITIVE
Patient Shabab Al Ahli please Nikolic  The Official Home of Asian Football,"(16, 8, 2023)",POSITIVE
Ecuadorian presidential candidate vows to investigate Villavicencio murder  Radio Habana Cuba,"(18, 8, 2023)",NEGATIVE
Bleach Creator Tributes Kenpachi's Best Friend in New Art  ComicBook.com,"(22, 8, 2023)",POSITIVE
BRICS nations aim to end U.S. dollar domination  Radio Habana Cuba,"(22, 8, 2023)",NEGATIVE
Bleach Creator Celebrates Episode 20's Standouts With New Sketches  ComicBook.com,"(19, 8, 2023)",POSITIVE
Bleach Cosplay Perfectly Brings Ichigo to Life  ComicBook.com,"(22, 8, 2023)",POSITIVE
The Monkey King: 8 Similar Animated Movies You Must See  The Cinemaholic,"(19, 8, 2023)",POSITIVE
RECAP | FC Cincinnati’s run in U.S. Open Cup ends in penalty kick shootout defeat to Inter Miami CF  FC Cincinnati,"(23, 8, 2023)",NEGATIVE
Inter Miami CF downs FC Cincinnati in Open Cup semifinal PK shootout | Replay  The Cincinnati Enquirer,"(23, 8, 2023)",NEGATIVE
"Inter Miami 3(5)-3(4) Cincinnati, US Open Cup Semifinal Highlights: Messi-led Maimi reaches final after winning penalty shootout  Sportstar","(24, 8, 2023)",POSITIVE
Lionel Messi’s Inter Miami Reach Another Final After Open Cup Thriller In Cincinnati  Forbes,"(23, 8, 2023)",POSITIVE
Bleach Creator Tributes Kenpachi's Best Friend in New Art  ComicBook.com,"(22, 8, 2023)",POSITIVE
"FC Cincinnati vs Inter Miami score, result, highlights as Lionel Messi reaches US Open Cup final on penalties  Sporting News","(23, 8, 2023)",POSITIVE
"Was Bleach manga actually canceled? The fate of the original series, explained  Sportskeeda","(24, 8, 2023)",NEGATIVE
Watch Lionel Messi lead Inter Miami to U.S. Open Cup final - Futbol on FanNation  Sports Illustrated,"(24, 8, 2023)",POSITIVE
Messi into another final after inspiring Miami comeback  Borneo Bulletin,"(25, 8, 2023)",POSITIVE
"Lionel Messi, Inter Miami advance to U.S. Open Cup final after dramatic penalty kick shootout  CBS Sports","(24, 8, 2023)",POSITIVE
Joe Burrow left disappointed as Lionel Messi and Inter Miami defeat Cincinnati  The Mirror US,"(24, 8, 2023)",NEGATIVE
"How Messi, Inter Miami knocked FC Cincinnati out of the U.S. Open Cup  The Cincinnati Enquirer","(23, 8, 2023)",NEGATIVE
Bleach: Special Hell arc One-Shot unveils launch date for its fresh digital colored manga format  Sportskeeda,"(28, 8, 2023)",NEGATIVE
BRICS nations aim to end U.S. dollar domination  Radio Habana Cuba,"(22, 8, 2023)",NEGATIVE
Bleach Cosplay Perfectly Brings Ichigo to Life  ComicBook.com,"(22, 8, 2023)",POSITIVE
"Football: Endo, Mitoma in Japan squad for Germany, Turkey friendlies  Kyodo News Plus","(31, 8, 2023)",POSITIVE
How Shonen Jump's Bleach Got Its Strange Name  CBR,"(30, 8, 2023)",NEGATIVE
"Lamine Yamal, candidate for LaLiga's young player in August  FC Barcelona Noticias","(30, 8, 2023)",NEGATIVE
Thousands Of Hawaii Classrooms Lack AC. The DOE Won’t Say Which Ones  The 74,"(30, 8, 2023)",NEGATIVE
"10 Things You Didn't Know About Tite Kubo, The Creator Of Bleach  CBR","(1, 9, 2023)",NEGATIVE
Where to Watch Bleach: Thousand-Year Blood War  Hulu,"(1, 9, 2023)",POSITIVE
"New Bleach 'Special Hell' One Shot Breaks Shonen Tradition: Not Even One Piece, Naruto, and Dragon Ball Have Done It  FandomWire","(29, 8, 2023)",POSITIVE
"Football: Kamada nets 1st Lazio goal, Kubo, Asano at double in Europe  Kyodo News Plus","(3, 9, 2023)",POSITIVE
Kubo and the Two Strings  Museum of the Moving Image,"(2, 9, 2023)",POSITIVE
"10 Things You Didn't Know About Tite Kubo, The Creator Of Bleach  CBR","(1, 9, 2023)",NEGATIVE
Bellingham’s fifth goal in four games seals Real Madrid comeback over Getafe  The Associated Press,"(2, 9, 2023)",POSITIVE
Kubo ignites Real Sociedad's season in 8-goal thriller with Granada  theScore,"(2, 9, 2023)",POSITIVE
The ideal XI for matchday four of LaLiga EA Sports 2023/2024!  FC Barcelona Noticias,"(4, 9, 2023)",POSITIVE
TFA Scouted: Takefusa Kubo being linked to a Real Madrid return but why? – scout report  Total Football Analysis Magazine,"(5, 9, 2023)",NEGATIVE
Bleach will never reveal Aizen's backstory (and Kubo's old interview proves it)  Sportskeeda,"(6, 9, 2023)",NEGATIVE
Germany 1-4 Japan: As it happened!  Bundesliga,"(8, 9, 2023)",NEGATIVE
LaLiga EA Sports: 5 surprises from the first month of the 2023/24 season  The Times of India,"(7, 9, 2023)",POSITIVE
"Celebrating! Lamine Yamal, the best under-23 player in LaLiga in August  FC Barcelona Noticias","(8, 9, 2023)",POSITIVE
10 Ways The Bleach: Thousand-Year Blood War Anime Arc Could Be Better  CBR,"(3, 9, 2023)",NEGATIVE
Bleach: Hell arc colored one-shot manga proves to be fans' ultimate satisfaction after Thousand-year Blood War anime adaptation  Sportskeeda,"(4, 9, 2023)",POSITIVE
"“I just live my normal life”: Tite Kubo Had Already Been Working on Another Series Before Bleach Ended, Hinted at a Future After His Magnum Opus  FandomWire","(3, 9, 2023)",NEGATIVE
What Happened To Yachiru In Bleach TYBW?  Animehunch,"(2, 9, 2023)",NEGATIVE
"Liverpool’s options to replace Mo Salah: Mbappe, Saka, Bowen, Olise or Kubo? - The Athletic  The New York Times","(10, 9, 2023)",NEGATIVE
Football: Japan stun Germany again with 4-1 away win in friendly  Kyodo News Plus,"(10, 9, 2023)",NEGATIVE
'Bath' of reality for Ter Stegen and Gündogan with Germany  FC Barcelona Noticias,"(9, 9, 2023)",NEGATIVE
The ‘elite’ wonderkid Real gave up on and is following in the footsteps of two PL stars  Optus Sport,"(12, 9, 2023)",POSITIVE
Germany 1-4 Japan: As it happened!  Bundesliga,"(8, 9, 2023)",NEGATIVE
La Liga preview: Lamine Yamal chasing more records with Barcelona  theScore,"(15, 9, 2023)",POSITIVE
Takefusa Kubo prepares to visit former club Real Madrid in a rich vein of form  Social News XYZ,"(13, 9, 2023)",POSITIVE
Manaka Matsukubo a 'star in the making' for North Carolina Courage after NWSL Challenge Cup win  CBS Sports,"(10, 9, 2023)",POSITIVE
'Bleach TYBW: Giselle Gewelle Gender Identity Explained  DualShockers,"(11, 9, 2023)",NEGATIVE
Report reveals Liverpool 'admire' West Ham star as 'data' shows who can be Klopp's 'next Salah'  Football365,"(11, 9, 2023)",POSITIVE
"Germany vs Japan: Predicted lineup, injury news, head-to-head, telecast  Khel Now","(9, 9, 2023)",NEGATIVE
"Celebrating! Lamine Yamal, the best under-23 player in LaLiga in August  FC Barcelona Noticias","(8, 9, 2023)",POSITIVE
La Liga: Four things to look out for in Spain’s Matchday 5  Social News XYZ,"(15, 9, 2023)",POSITIVE
Bleach: Thousand-Year Blood War Anime Removes Infamous Orihime Scene  ComicBook.com,"(10, 9, 2023)",NEGATIVE
Liverpool ‘admire’ Jarrod Bowen and are tracking West Ham star as potential Mohamed Salah replacement...  talkSPORT,"(11, 9, 2023)",POSITIVE
"At Real Sociedad, the legend of Takefusa Kubo is turning into reality - The Athletic  The New York Times","(16, 9, 2023)",POSITIVE
Take Kubo 'danced' Madrid and 'portrayed' the white planning with him  FC Barcelona Noticias,"(18, 9, 2023)",POSITIVE
Bellingham and Kubo at scoring summit | Real Madrid vs Real Sociedad  AS USA,"(17, 9, 2023)",POSITIVE
Real Madrid unlikely to move for brilliant Real Sociedad star  Football Espana,"(19, 9, 2023)",NEGATIVE
Immediate reaction: Real Madrid 2-1 Real Sociedad  Managing Madrid,"(17, 9, 2023)",POSITIVE
Real Sociedad 1-1 Internazionale - Lautaro Martinez leveller rescues point for sloppy Inter away in San Sebastian  Eurosport COM,"(20, 9, 2023)",NEGATIVE
Tite Kubo's Manga Prologue Burn the Witch #0.8 to Get Anime Adaptation  CBR,"(17, 9, 2023)",NEGATIVE
Japan winger touted as ‘next Salah’ has hailed Liverpool as “awesome”  This Is Anfield,"(20, 9, 2023)",POSITIVE
Real Madrid maintain perfect start with comeback win  china.org.cn,"(18, 9, 2023)",POSITIVE
Lost lead  Real Sociedad,"(17, 9, 2023)",NEGATIVE
"Lamine, Gavi, Kubo, Simons... La Masia dazzles in Europe  FC Barcelona Noticias","(18, 9, 2023)",POSITIVE
Live from the Bernabeu: Takefusa Kubo and how Japan’s biggest promise won over the schoolyard bullies  Football Espana,"(20, 9, 2023)",POSITIVE
Real Madrid comes from behind to beat Real Sociedad in La Liga  Sportstar,"(18, 9, 2023)",POSITIVE
Real Madrid 2-1 Real Sociedad: Joselu nets winner as Carlo Ancelotti's side come from behind to return to the  Daily Mail,"(17, 9, 2023)",POSITIVE
"Real Madrid vs Real Sociedad summary: score, goals, highlights | LaLiga EA Sports 2023/24  AS USA","(17, 9, 2023)",POSITIVE
"Football: Mitoma brace give Brighton win, Kubo scores for Sociedad  Kyodo News Plus","(25, 9, 2023)",POSITIVE
Takefusa Kubo ready to make his mark following brilliant start to 2023/24  WhoScored.com,"(24, 9, 2023)",POSITIVE
Arteta asks Arsenal to pay Takefusa Kubo €60m release fee  OneFootball - English,"(26, 9, 2023)",NEGATIVE
Managing Madrid Podcast: What is Madrid’s best midfield? Can Kubo and Arribas sustain their good form?  Managing Madrid,"(24, 9, 2023)",NEGATIVE
Who Could Replace Mohamed Salah When He Leaves Liverpool?  Forbes,"(29, 9, 2023)",NEGATIVE
Euro Paper Talk: Arsenal to pay €60m to beat Real Madrid to superb LaLiga winger; Man City 'agree fee' over Barcelona transfer  TEAMtalk,"(27, 9, 2023)",NEGATIVE
"Barcelona’s Lewandowski, Gavi, Cancelo and Xavi nominated for monthly La Liga awards  Barca Blaugranes","(28, 9, 2023)",POSITIVE
"Preview: Real Sociedad vs. Athletic Bilbao - prediction, team news, lineups  Sports Mole","(28, 9, 2023)",NEGATIVE
"Fan Letter from Hospital Patient Motivated Tite Kubo to March on, Keep Drawing Bleach Amid Relentless Competition from More Successful Anime  FandomWire","(23, 9, 2023)",POSITIVE
EA FC 24: La Liga August POTM  RealSport101,"(27, 9, 2023)",NEGATIVE
Gege Akutami Admitted Yu Yu Hakusho’s Character Was the Blueprint for Suguru Geto  FandomWire,"(27, 9, 2023)",NEGATIVE
WATCH: Real Sociedad's Takefusa Kubo pulls out the fake injury and twerk celebration like Kansas City stars Lo'Eau LaBonta and Travis Kelce  Goal.com,"(30, 9, 2023)",POSITIVE
Former Real Madrid prospect Takefusa Kubo does hilarious twerk celebration for Real Sociedad...  talkSPORT,"(1, 10, 2023)",POSITIVE
Real Sociedad star feigns injury before cheeky celebration as fans say 'behave yourself'  Daily Star,"(1, 10, 2023)",NEGATIVE
"Take Kubo fakes injury before twerking in hilarious celebration, Video  Sportsbrief","(1, 10, 2023)",POSITIVE
"The secret's out: Take Kubo is thrilling all of LaLiga, except those who overlooked him  ESPN","(3, 10, 2023)",POSITIVE
Take Kubo twerks up a storm for Real Sociedad in unique Athletic rivalry | Sid Lowe  The Guardian,"(2, 10, 2023)",POSITIVE
A new star! Take Kubo surpasses Lewandowski and Bellingham in LaLiga  FC Barcelona Noticias,"(6, 10, 2023)",POSITIVE
Real Sociedad's Take Kubo hitting top gear ahead of Atletico clash  BeSoccer EN,"(5, 10, 2023)",POSITIVE
WATCH: Real Sociedad's Takefusa Kubo pulls out the fake injury and twerk celebration like Kansas City stars Lo'Eau LaBonta and Travis Kelce  Goal Saudi Arabia,"(1, 10, 2023)",POSITIVE
Former Real Madrid prospect Takefusa Kubo does hilarious twerk celebration for Real Sociedad...  talkSPORT,"(1, 10, 2023)",POSITIVE
The Lo'eau LaBonta celebration is taking over the world  Pro Soccer Wire,"(2, 10, 2023)",POSITIVE
"Jude Bellingham, like Cristiano Ronaldo, is determined to make history at Real Madrid  Marca English","(7, 10, 2023)",POSITIVE
Man Utd 'attack' Real Madrid as they look to 'burst market' for 'golden boy' Sancho replacement  Football365,"(8, 10, 2023)",NEGATIVE
La Liga’s 2023/24 early season stars and most inform young players  VAVEL.com,"(3, 10, 2023)",POSITIVE
Ex-Real Madrid wonderkid feigns injury before hilarious twerking celebration as fans say he should be...  The Sun,"(2, 10, 2023)",POSITIVE
Atlético de Madrid - Real Sociedad: A Champions League-caliber clash  Into The Calderon,"(7, 10, 2023)",POSITIVE
Real Sociedad: How They Organize Themselves In Possession In The Post-David Silva Era  Total Football Analysis Magazine,"(1, 10, 2023)",POSITIVE
Real Sociedad’s Kubo hitting top gear ahead of Atletico clash  Times of Malta,"(7, 10, 2023)",POSITIVE
Real Sociedad star feigns injury before cheeky celebration as fans say 'behave yourself'  Daily Star,"(1, 10, 2023)",NEGATIVE
Takefusa Kubo: Real Sociedad’s Japanese Phenom in Attack  Breaking The Lines,"(11, 10, 2023)",POSITIVE
Kubo factor helps Real Sociedad land Japanese shirt sponsor  SportBusiness,"(9, 10, 2023)",POSITIVE
Atlético de Madrid 2-1 Real Sociedad: 3 key stats  Into The Calderon,"(9, 10, 2023)",POSITIVE
Takefusa Kubo admits Real Sociedad move saved his career  Football Espana,"(15, 10, 2023)",POSITIVE
"Japanese fever in La Liga - Spain already loves Kubo, Barca could make them fall in love with Mitoma  Mozzart Sport","(13, 10, 2023)",POSITIVE
Man Utd 'attack' Real Madrid as they look to 'burst market' for 'golden boy' Sancho replacement  Football365,"(8, 10, 2023)",NEGATIVE
EA Sports FC 24: How To Perform Every New Celebration  TheGamer,"(9, 10, 2023)",POSITIVE
How 19-year-old Manaka Matsukubo is already lighting up the NWSL  Equalizer Soccer,"(10, 10, 2023)",POSITIVE
Manchester United looking at Real Sociedad sensation Takefusa Kubo to address right-wing woes  The Peoples Person,"(8, 10, 2023)",POSITIVE
Manchester United eyeing up 2024 move for €60m-rated La Liga sensation  Football Espana,"(10, 10, 2023)",POSITIVE
25年の軌跡 vol.6 進むべき道 | FC TOKYO FANZONE  fctokyo.co.jp,"(12, 10, 2023)",NEGATIVE
85% in Japan survey report struggling with acronym meanings  The Mainichi,"(8, 10, 2023)",NEGATIVE
EA FC 24: How to complete POTM Takefusa Kubo SBC – Solution & cost  Dexerto,"(10, 10, 2023)",NEGATIVE
Bellingham breaks Ronaldo's incredible Real Madrid record after brace vs Osasuna  Sportsbrief,"(8, 10, 2023)",POSITIVE
Real Sociedad signs shirt sponsorship deal with Japanese Yasuda Group  Sporticos,"(10, 10, 2023)",POSITIVE
The president of Real makes it clear that Madrid has no rights with Take Kubo  FC Barcelona Noticias,"(19, 10, 2023)",NEGATIVE
Takefusa Kubo admits Real Sociedad move saved his career  Football Espana,"(15, 10, 2023)",POSITIVE
"La Liga’s goal glut — better finishing, attacking football… and Jude Bellingham - The Athletic  The New York Times","(16, 10, 2023)",NEGATIVE
Take Kubo will reject Madrid if he does not promise to be important  FC Barcelona Noticias,"(18, 10, 2023)",NEGATIVE
"IDF took away weapons from Gaza border towns, and armed W. Bank settlers in the thousands  Haaretz","(20, 10, 2023)",NEGATIVE
Real Madrid 'could re-sign Takefusa Kubo for £26m'  Sports Mole,"(18, 10, 2023)",NEGATIVE
Real Sociedad chief confirms state of play with in-form attacker amid Real Madrid interest  Football Espana,"(19, 10, 2023)",POSITIVE
"When ""samurai"" dance: Mitoma, Kubo, Furuhashi and friends announce the revolution of Japan  Vijesti.me","(20, 10, 2023)",POSITIVE
Signatures in Brazil to take Cuba off terrorist list  Radio Habana Cuba,"(18, 10, 2023)",NEGATIVE
EA FC 24 Trailblazers Team 2 leaked in full featuring three POTM SBC players  The Mirror,"(17, 10, 2023)",NEGATIVE
Defense officials fear Netanyahu's appointee on Gaza hostages could harm families' trust  Haaretz,"(22, 10, 2023)",NEGATIVE
The undying anime saga  Borneo Bulletin,"(18, 10, 2023)",NEGATIVE
"Thursday's Transfer Talk Update: Takefusa Kubo, Jadon Sancho, Eduardo Camavinga  Sports Mole","(19, 10, 2023)",NEGATIVE
U.S. social media suppressing pro-Palestine content  Radio Habana Cuba,"(20, 10, 2023)",NEGATIVE
The First Hours of the Israel-Hamas War: What Actually Happened?  Haaretz,"(17, 10, 2023)",NEGATIVE
Football: Kubo man of the match as Sociedad win in Champions League  Kyodo News Plus,"(25, 10, 2023)",POSITIVE
Takefusa Kubo triggers major scouting mission  Football Espana,"(28, 10, 2023)",POSITIVE
Man City make request for Messi-like winger to delight Guardiola and ruin Real Madrid plan  TEAMtalk,"(29, 10, 2023)",NEGATIVE
"Bleach Creator's Burn the Witch Prequel Anime Drops Main Trailer, Key Visual, Premiere Date  CBR","(24, 10, 2023)",NEGATIVE
Bleach's Followup Burn The Witch Gets Official Release Date & New Trailer  Screen Rant,"(23, 10, 2023)",NEGATIVE
'Coraline's Beloved Black Cat Receives Massive Merch Rollout From LAIKA  Collider,"(26, 10, 2023)",POSITIVE
Defense officials fear Netanyahu's appointee on Gaza hostages could harm families' trust  Haaretz,"(22, 10, 2023)",NEGATIVE
"BURN THE WITCH #0.8 Anime Flies in With New Trailer, December Broadcast  Crunchyroll","(23, 10, 2023)",NEGATIVE
Match Report: Real Sociedad 1-0 RCD Mallorca  RCD Mallorca,"(23, 10, 2023)",POSITIVE
"Burn the Witch Season 2 Shares New Trailer, Poster  ComicBook.com","(23, 10, 2023)",NEGATIVE
Football transfer rumours: Musiala handpicked by Pep; Why Bellingham rejected Barcelona  90min UK,"(28, 10, 2023)",NEGATIVE
Romano provides big update on Man Utd chase of 'fantastic' LaLiga winger as Ten Hag eyes Sancho upgrade  TEAMtalk,"(24, 10, 2023)",POSITIVE
"Transfer news: Jadon Sancho, La Liga star to Man Utd, £65m Chelsea target latest, Osimhen Liverpool & more  CaughtOffside","(24, 10, 2023)",NEGATIVE
Hamas says Netanyahu will face defeat greater than what he fears in Gaza  Radio Habana Cuba,"(29, 10, 2023)",NEGATIVE
Manchester United transfer news RECAP Sir Bobby Charlton tributes with Erik ten Hag reaction  Manchester Evening News,"(25, 10, 2023)",POSITIVE
"Take Kubo, the Barça 'blackbird' who has exploded into a star at Real Sociedad  FC Barcelona Noticias","(1, 11, 2023)",POSITIVE
Manchester City to compete with Real Madrid for 22-year-old La Liga attacker  CaughtOffside,"(30, 10, 2023)",NEGATIVE
Man City make request for Messi-like winger to delight Guardiola and ruin Real Madrid plan  TEAMtalk,"(29, 10, 2023)",NEGATIVE
"Magna Kubo, the Beaverton Spinoff of Magna Kusina, Brings Some Much-Appreciated Filipino Flavors to the Westside.  Willamette Week","(31, 10, 2023)",POSITIVE
Bleach TYBW does justice to the Zero Squad in a way nobody expected  Sportskeeda,"(31, 10, 2023)",POSITIVE
"LAIKA Launches New Online Shop Offering Exclusive Drops from ‘Coraline,’ ‘Kubo’ & More  Animation Magazine","(30, 10, 2023)",POSITIVE
"Lamine Yamal, crowned the 'king of dribbling' under-23 in Europe  FC Barcelona Noticias","(1, 11, 2023)",POSITIVE
"Tottenham eager to sign brilliant Spanish ace ‘at all costs’, with offer ‘seriously considered’  TEAMtalk","(31, 10, 2023)",POSITIVE
Take Kubo shined in front of 'his' Barça and left clear why already is a star  FC Barcelona Noticias,"(5, 11, 2023)",POSITIVE
Ex-Barcelona coach explains why Takefusa Kubo joined Real Madrid  Football Espana,"(4, 11, 2023)",NEGATIVE
"Real Sociedad vs Barcelona, live online: Araujo VAR, score, goals & highlights | LaLiga EA Sports 2023/24  AS USA","(4, 11, 2023)",POSITIVE
"Take Kubo, the Barça 'blackbird' who has exploded into a star at Real Sociedad  FC Barcelona Noticias","(1, 11, 2023)",POSITIVE
"Real Sociedad vs FC Barcelona: Predicted lineup, injury news, head-to-head, telecast  Khel Now","(2, 11, 2023)",NEGATIVE
Xavi unsure why in-demand attacker Takefusa Kubo left Barcelona  Sports Mole,"(4, 11, 2023)",NEGATIVE
"FC Barcelona News: 5 November 2023; Araujo secures win, Xavi talks Clasico hangover  Barca Blaugranes","(5, 11, 2023)",POSITIVE
Barcelona player ratings vs Real Sociedad: Ronald Araujo with the robbery! Stoppage-time stunner overshadows anonymous attack in undeserved victory  Goal.com,"(4, 11, 2023)",NEGATIVE
Shunsuke Nakamura’s great influence on Japanese football  The Celtic Star,"(3, 11, 2023)",POSITIVE
"Koundé, Joao Félix, Balde… Barça's 1x1 in the agonizing victory against Real  FC Barcelona Noticias","(4, 11, 2023)",NEGATIVE
"Lamine Yamal, crowned the 'king of dribbling' under-23 in Europe  FC Barcelona Noticias","(1, 11, 2023)",POSITIVE
How Real Madrid can avoid repeating Martin Odegaard transfer mistake with Takefusa Kubo bargain  FootballTransfers,"(4, 11, 2023)",NEGATIVE
Yuya Kubo has seen it all with FCC and continues to play an important role in the fabric of the club  FC Cincinnati,"(15, 11, 2023)",POSITIVE
"Tactical Theory: Kaoru Mitoma, Takefusa Kubo and the art of 1v1 attacking  Total Football Analysis Magazine","(13, 11, 2023)",POSITIVE
"Soccer on ESPN Platforms: LALIGA, Bundesliga, Eredivisie and more  ESPN Press Room","(10, 11, 2023)",NEGATIVE
5 Tottenham replacements for James Maddison in January transfer window  GIVEMESPORT,"(14, 11, 2023)",POSITIVE
UCL talking points: Can Man Utd fix their mess? Biggest surprise package?  ESPN,"(9, 11, 2023)",NEGATIVE
Where to Order Thanksgiving Dinner Takeout in Portland This Year  Eater Portland,"(9, 11, 2023)",POSITIVE
"‘Bleach: Thousand-Year Blood War’ Part 3: Cast, Trailer, and Everything We Know So Far  Collider","(13, 11, 2023)",NEGATIVE
How FC Cincinnati came out on top in penalty kicks  FC Cincinnati,"(9, 11, 2023)",POSITIVE
adidas Introduce A New Technology In Football With The X Crazyfast 'Strung'  SoccerBible,"(10, 11, 2023)",POSITIVE
Brighton's Kaoru Mitoma To Spearhead Japan's Attack Through 2026 World Cup Qualifiers  News18,"(8, 11, 2023)",POSITIVE
One Piece manga half-finished for the first time in its history and Eiichiro Oda worries fans  AS USA,"(8, 11, 2023)",NEGATIVE
Mitoma heads full-strength Japan squad to start World Cup qualifying - World - Sports  Ahram Online,"(8, 11, 2023)",POSITIVE
What has to go right for each OUA team to win U SPORTS women’s soccer  49 Sports,"(8, 11, 2023)",POSITIVE
Red Cross says Gaza's healthcare system has reached point of no return  Radio Habana Cuba,"(11, 11, 2023)",NEGATIVE
Is Hitsugaya Toshiro A Dead Zombie In Bleach TYBW?  Animehunch,"(10, 11, 2023)",NEGATIVE
Yuya Kubo has seen it all with FCC and continues to play an important role in the fabric of the club  FC Cincinnati,"(15, 11, 2023)",POSITIVE
Real Madrid still have a say in these youngsters’ futures… could they return to the Bernabeu? - The Athletic  The New York Times,"(17, 11, 2023)",POSITIVE
"""We are a powerhouse:"" Saskatoon Filipino drag collective takes flight  Saskatoon Star-Phoenix","(16, 11, 2023)",POSITIVE
Mobile phone data reveals spatiotemporal recreational patterns in conservation areas during the COVID pandemic  Nature.com,"(20, 11, 2023)",NEGATIVE
Football: Rampant Japan dispatch Syria 5-0 in World Cup q'fier  Kyodo News Plus,"(22, 11, 2023)",NEGATIVE
Dominik Szoboszlai Means Liverpool Doesn’t Need A Pricey Mohamed Salah Heir  Forbes,"(19, 11, 2023)",POSITIVE
Real Madrid president prefers move for €60 million player  The Real Champs,"(18, 11, 2023)",POSITIVE
'Spirit Is the Most Important Weapon Here': Alongside the Israeli Army in Gaza  Haaretz,"(17, 11, 2023)",POSITIVE
"The 2023 /Film Holiday Gift Guide: New Movies & TV Shows On 4K And Blu-Ray, Criterion, Box Sets & More  SlashFilm","(20, 11, 2023)",POSITIVE
"Friday's Transfer Talk Update: Mehdi Taremi, Federico Chiesa, Youssouf Fofana  Sports Mole","(17, 11, 2023)",POSITIVE
Israel Repatriates Body of 19-year-old Soldier Noa Marciano Who Was Held by Hamas  Haaretz,"(17, 11, 2023)",NEGATIVE
Gaza’s Indonesian Hospital out of service  Radio Habana Cuba,"(16, 11, 2023)",NEGATIVE
Israeli Army Suspends Soldier Seen Throwing Stun Grenade at West Bank Mosque  Haaretz,"(19, 11, 2023)",NEGATIVE
