description,date,sentiment
"'He's a baller, way above the rest' - Endrick eager to link up with Kylian Mbappe at Real Madrid when he completes transfer to Santiago Bernabeu in 2024  Goal.com","(6, 9, 2023)",POSITIVE
Real Madrid push back return date for Vinicius Junior as precautions are taken over hamstring issue  Football Espana,"(5, 9, 2023)",NEGATIVE
Liverpool could go for Vinicius and Mbappe in the event of Salah's departure in 2024  FC Barcelona Noticias,"(12, 9, 2023)",NEGATIVE
Vinicius Jr sends emotional message to Neymar on breaking Pele's record  Sportskeeda,"(9, 9, 2023)",POSITIVE
FSG 'waiting' for Vinícius Júnior transfer as Liverpool ace would have liked to stay extra year  Liverpool.com,"(12, 9, 2023)",NEGATIVE
"Real Madrid’s academy, the Dani Carvajal route and dilemma facing youth players  The New York Times","(8, 9, 2023)",POSITIVE
Liverpool offered hope in race for Real Madrid superstar  The Real Champs,"(14, 9, 2023)",POSITIVE
PSG 'shortlist Vinicius Jr and four other Real Madrid stars' as they plan to get 'REVENGE' on the Spanish gian  Daily Mail,"(13, 9, 2023)",NEGATIVE
DISCUSSION: Would Vinicius have taken the leap had Mbappe been signed in 2021?  Managing Madrid,"(11, 9, 2023)",NEGATIVE
Vinicius' 'meteoric' Real Madrid rise leaves Mauro Silva wanting more from Brazil star  beIN SPORTS,"(13, 9, 2023)",NEGATIVE
"EA Sports FC 24 player ratings: Robert Lewandowski, Vinicius Jr & the best La Liga stars in the game  Goal.com","(14, 9, 2023)",POSITIVE
PSG target five Real Madrid players as 'revenge' for Kylian Mbappe approach  SPORTbible,"(13, 9, 2023)",NEGATIVE
Liverpool given Vinicius Junior transfer 'hope' amid Mohamed Salah uncertainty  Liverpool Echo,"(14, 9, 2023)",NEGATIVE
PSG aims at Vinicius Jr if Mbappe goes to Real Madrid  7sport International,"(14, 9, 2023)",NEGATIVE
PSG Targets Five Real Madrid Players In Response to Kylian Mbappé Pursuit – Report  PSG Talk,"(13, 9, 2023)",NEGATIVE
Real Madrid submit Champions League squad featuring 11 Castilla players  Football Espana,"(12, 9, 2023)",POSITIVE
5 best left-wingers in the world right now (2022-23)  Sportskeeda,"(12, 9, 2023)",POSITIVE
Why is Vinicius Jr not playing for Real Madrid against Union Berlin in the Champions League?  AS USA,"(20, 9, 2023)",NEGATIVE
'He cried for four hours' - Carlo Ancelotti ironically comments on Vinicius Jr's absence from FIFA Best awards list - Football video  Eurosport COM,"(16, 9, 2023)",NEGATIVE
Carlo Ancelotti reveals Vinicius Junior is ahead of schedule in injury recovery  Football Espana,"(16, 9, 2023)",POSITIVE
Real Madrid receive massive Vinicius Jr injury boost as new timeframe on return emerges - Reports  Sportskeeda,"(19, 9, 2023)",NEGATIVE
"Real Madrid Team News at Atletico: Bellingham, Vinicius, Carvajal  The Sports Bank","(22, 9, 2023)",POSITIVE
'He cried for hours!' - Real Madrid boss Carlo Ancelotti jokes that Vinicius Jr had devastated reaction to FIFA The Best Men's Player award snub  Goal.com,"(16, 9, 2023)",NEGATIVE
Vinicius and Arda Güler rejoin Real Madrid squad in training  Managing Madrid,"(22, 9, 2023)",POSITIVE
"Bruno Fernandes, Vinicius Jr, Harry Kane … and a ‘keeper from Auckland  Friends of Football","(20, 9, 2023)",POSITIVE
Real Madrid player confirms he is playing with a fracture  The Real Champs,"(18, 9, 2023)",NEGATIVE
Vinicius Junior reacts to Bruno Guimaraes performance for Newcastle yesterday  Geordie Boot Boys - Newcastle United F.C. News,"(17, 9, 2023)",POSITIVE
Pochettino tells Chelsea star what he must to do be ‘as good as Vinicius Jr’ as he faces ban after just FIV...  The Sun,"(22, 9, 2023)",POSITIVE
Real Madrid to hold Vinicius Junior back for Atletico Madrid clash  Football Espana,"(21, 9, 2023)",POSITIVE
Ancelotti hopeful of quicker Vinicius recovery  Vanguard,"(16, 9, 2023)",POSITIVE
Ian Wright says Liverpool have a player who is better than Vinicius Jr. right now  Rousing The Kop,"(22, 9, 2023)",POSITIVE
WATCH: Vinicius Junior left in stitches as Jude Bellingham suffers mishap during EA Sports tournament  Football Espana,"(21, 9, 2023)",NEGATIVE
Vinicius Junior's Real Madrid return comes at perfect time with trip to face Napoli in UCL looming  CBS Sports,"(28, 9, 2023)",POSITIVE
Real Madrid’s Vinícius fit in time to play Atletico derby after month-long hamstring injury  The Associated Press,"(23, 9, 2023)",NEGATIVE
Vinicius Jr.'s return delayed due to reported illness  theScore,"(24, 9, 2023)",NEGATIVE
Double boost for Real Madrid! In-form Jude Bellingham and Vinicius Jr fit in time for Atletico derby showdown  GOAL English,"(23, 9, 2023)",POSITIVE
Four tweaks Real Madrid need to make as Vinicius Jr returns  Managing Madrid,"(27, 9, 2023)",POSITIVE
When will Vinícius return to action for Real Madrid?  AS USA,"(23, 9, 2023)",NEGATIVE
"Real Madrid 2-0 Las Palmas (Sep 27, 2023) Game Analysis  ESPN","(28, 9, 2023)",POSITIVE
Ancelotti's anger at Vinicius: You can't play like that...  Marca.com,"(28, 9, 2023)",NEGATIVE
Vinicius Jr schools NFL star Justin Jefferson and then does his trademark griddy celebration...  talkSPORT,"(27, 9, 2023)",POSITIVE
Carlo Ancelotti confirms Jude Bellingham & Vinicius Jr availability for Madrid derby  90min UK,"(23, 9, 2023)",POSITIVE
Real Madrid handed last-minute Vinicius Junior problem  The Real Champs,"(24, 9, 2023)",POSITIVE
(WATCH) Carlo Ancelotti frustrated with Vinicius Jr return in Las Palmas win  Football Espana,"(29, 9, 2023)",NEGATIVE
Vini Jr to miss Madrid derby with gastroenteritis: reports  BeSoccer EN,"(24, 9, 2023)",NEGATIVE
Is Vinícius Júnior fit to play for Real Madrid against Las Palmas in LaLiga?  AS USA,"(26, 9, 2023)",NEGATIVE
No derby return for Vinicius Jr: Real Madrid star ruled out of Atletico Madrid clash due to illness after rapid injury recovery  Goal.com,"(24, 9, 2023)",NEGATIVE
(WATCH) Carlo Ancelotti frustrated with Vinicius Jr return in Las Palmas win  Football Espana,"(29, 9, 2023)",NEGATIVE
"Predicted Real Madrid lineup against Girona: Bellingham, Vinicius to return; Alaba ruled out  The Hard Tackle","(30, 9, 2023)",NEGATIVE
Real Madrid player ratings vs Girona: Jude Bellingham cannot be stopped! Blancos' boy wonder brilliant again to secure top spot in La Liga  Goal.com,"(30, 9, 2023)",POSITIVE
"Real Madrid team news vs Girona, Vinicius Junior return to starting XI?  CaughtOffside","(30, 9, 2023)",NEGATIVE
"Real Madrid Team News at Girona: Alaba, Vinicius, Rudiger, Carvajal  The Sports Bank","(29, 9, 2023)",POSITIVE
"Real Madrid team news: Jude Bellingham and Vinicius Junior back in starting line-up, Eduardo Camavinga at left-back  Football Espana","(30, 9, 2023)",POSITIVE
Star said ‘Arsenal wanted me’ and Arteta could have had new Vinicius Jr  HITC,"(29, 9, 2023)",NEGATIVE
Vinicius Jr. reaches incredible La Liga landmark after Real Madrid's latest win  Sportsbrief,"(29, 9, 2023)",POSITIVE
Vinicius Jr Names His Best Career Goal Ahead of Real Madrid’s La Liga Clash Against Girona  Sportsbrief,"(1, 10, 2023)",POSITIVE
"Vinicius Jr ignores Ronaldo and Messi, chooses Brazilian icon as childhood hero  Sportsbrief","(1, 10, 2023)",POSITIVE
Jude Bellingham and Vinicius Jr: The elite partnership Real Madrid need - The Athletic  The New York Times,"(3, 10, 2023)",POSITIVE
Vinicius Jr.: Bellingham 'born' to be Madrid star  ESPN,"(7, 10, 2023)",POSITIVE
Valencia condemns Vinícius Júnior's court statement alleging entire stadium racially insulted him  The Associated Press,"(5, 10, 2023)",NEGATIVE
How have Valencia responded to Vinicius Jr’s racist accusations?  AS USA,"(5, 10, 2023)",NEGATIVE
Valencia accuse Vinícius Jr. of lying and demand rectification of his words  Managing Madrid,"(5, 10, 2023)",NEGATIVE
Real Madrid close to making Vinicius Jr announcement  The Real Champs,"(8, 10, 2023)",POSITIVE
Vinicius front page montage as 'Pinochius' shocks Spanish public: will Real Madrid star take action?  Marca.com,"(6, 10, 2023)",NEGATIVE
“Good Health To Your Princess” - Jailed Dani Alves’ Wife Joins Vinicius Jr in Welcoming Neymar & Bruna Biancardi’s New-Born Daughter ‘Mavie’  EssentiallySports,"(7, 10, 2023)",NEGATIVE
"Bellingham Gets 9, Vinicius Jr. With 8 | Real Madrid Players Rated In Impressive Win Vs Napoli  OneFootball - English","(3, 10, 2023)",POSITIVE
Vinicius Junior ready for Real Madrid lifelong commitment  Football Espana,"(7, 10, 2023)",POSITIVE
Valencia accuses Vinicius Jr of lying and demands rectification  FC Barcelona Noticias,"(5, 10, 2023)",NEGATIVE
Vinicius Jr is mocked up as Pinocchio by local Valencia newspaper after being accused of LYING about racial ab  Daily Mail,"(6, 10, 2023)",NEGATIVE
Vinicius Jr quizzed by Spanish judge over racist abuse  BeSoccer EN,"(5, 10, 2023)",NEGATIVE
Madrid's Vinicius testifies in racial abuse hearing  ESPN,"(5, 10, 2023)",NEGATIVE
'He was born to play for Real Madrid' - Vinicius Junior looking forward to years of happiness with Jude Bellingham  Goal.com,"(7, 10, 2023)",POSITIVE
Agent Vini! Vinicius Jr reveals he texted Jude Bellingham 'for months' to convince him to choose Real Madrid transfer - but denies he's doing the same thing with Kylian Mbappe  Goal.com,"(14, 10, 2023)",NEGATIVE
"Real Madrid finalising contract details for three players: Vinicius Jr, Fede Valverde & Camavinga  AS USA","(12, 10, 2023)",POSITIVE
"Vinicius Jr: ""I brought ‘Cama’ to Brazil this summer. He is one of us now""  Managing Madrid","(15, 10, 2023)",POSITIVE
Neymar and Vinicius Jr spark big scandal after party with women in Brazil  Bolavip US,"(14, 10, 2023)",NEGATIVE
"Neymar, Vinicius Jr and Richarlison face issues in Brazil: Audio proves private party with women after Venezuela draw  Marca.com","(14, 10, 2023)",NEGATIVE
"Brazil coach Diniz excited about Neymar, Vinicius combination  Reuters","(11, 10, 2023)",POSITIVE
Vinicius Junior reveals secret texts to persuade Jude Bellingham on Real Madrid move  Football Espana,"(15, 10, 2023)",POSITIVE
Real Madrid close to making Vinicius Jr announcement  The Real Champs,"(8, 10, 2023)",POSITIVE
Vinicius Junior reveals why he could leave Real Madrid  90min UK,"(14, 10, 2023)",NEGATIVE
"""Vini Jr is a fraud"", ""Worst player on the pitch"" - Brazil fans target Real Madrid stars after 1-1 draw with Venezuela  Sportskeeda","(13, 10, 2023)",NEGATIVE
Fede Valverde and Eduardo Camavinga agree new Real Madrid contracts  The New York Times,"(12, 10, 2023)",POSITIVE
How could the duo of Neymar and Vinicius Jr flourish for Brazil?  The Times of India,"(13, 10, 2023)",NEGATIVE
"Neymar, Vinicius and Richarlison, singled out for a party before Brazil-Venezuela  FC Barcelona Noticias","(14, 10, 2023)",POSITIVE
Spider-Man 2's First DLC Is A Weird Footballer Spider-Suit Crossover  TheGamer,"(14, 10, 2023)",POSITIVE
"Barcelona 1-0 Real Madrid (Mar 2, 2023) Game Analysis  ESPN","(12, 10, 2023)",POSITIVE
Vinícius Jr designs suit for Marvel’s Spider-Man 2  AS USA,"(16, 10, 2023)",POSITIVE
"Vinicius Jr: ""I brought ‘Cama’ to Brazil this summer. He is one of us now""  Managing Madrid","(15, 10, 2023)",POSITIVE
Vinicius Jr: Sevilla supporter ejected after allegedly racially abusing Real Madrid forward in 1-1 draw  Sky Sports,"(22, 10, 2023)",NEGATIVE
Vini Jr. praises Sevilla ejecting fan for racial abuse  ESPN,"(21, 10, 2023)",POSITIVE
Vinicius Junior reveals secret texts to persuade Jude Bellingham on Real Madrid move  Football Espana,"(15, 10, 2023)",POSITIVE
Sevilla fan expelled for 'racist behavior' toward Madrid's Vinicius Jr.  theScore,"(21, 10, 2023)",NEGATIVE
Vinícius is targeted again as Sevilla ejects fan for ‘racist behavior’ at Real Madrid game  The Associated Press,"(21, 10, 2023)",NEGATIVE
"Jude Bellingham’s unreal start in Madrid – charming team-mates, dinner with Vinicius and occasional baked beans  The New York Times","(19, 10, 2023)",POSITIVE
Vinicius Junior gives scathing assessment of his recent form  90min UK,"(19, 10, 2023)",POSITIVE
"""I have to keep this promise"" - Real Madrid star Vinicius Jr reveals the club he promised his father he would join before ending his career  Sportskeeda","(16, 10, 2023)",POSITIVE
Real Madrid star Vinicius Jr praises Sevilla for removing fan who made racist gesture towards him  Sky News,"(22, 10, 2023)",POSITIVE
Spain’s LaLiga denounces racist incident against Vinicius in Seville  EL PAÍS USA,"(22, 10, 2023)",NEGATIVE
'It's episode number 19' - Vinicius Jr can barely contain fury on social media as he accuses Sevilla fans of racially abusing him during Real Madrid clash  Goal.com,"(22, 10, 2023)",NEGATIVE
Rodrygo and Vinicius Jr switch goalscoring roles at Real Madrid  AS USA,"(17, 10, 2023)",POSITIVE
Vinicius Jr highly critical of himself following performances for Brazil  Managing Madrid,"(18, 10, 2023)",NEGATIVE
"FC Barcelona Board Member Attacks Real Madrid’s Vinicius Jr., Who ‘Deserves A Slap’  Forbes","(25, 10, 2023)",NEGATIVE
La Liga investigates allegations of racist abuse towards Vinicius Junior during Clasico  The New York Times,"(28, 10, 2023)",NEGATIVE
Ancelotti: Vini. Jr will 'soon' win Ballon d'Or prize  ESPN,"(25, 10, 2023)",POSITIVE
Barcelona board member writes then deletes derogatory social media post about Real Madrid’s Vinícius Jr.  CNN,"(27, 10, 2023)",NEGATIVE
Latest El Clasico feud: Tweet about Vinicius Jr racist abuse causes Florentino Perez to skip Barcelona vs Real Madrid  Sporting News,"(27, 10, 2023)",NEGATIVE
Vinicius Jr: Sevilla supporter ejected after allegedly racially abusing Real Madrid forward in 1-1 draw  Sky Sports,"(22, 10, 2023)",NEGATIVE
Vinicius Jr comes into form for Real Madrid just in time for El Clásico  AS USA,"(26, 10, 2023)",POSITIVE
"Racist insults and throwing an object that looks like a banana at Vinicius from the stands: F***ing monkey, f***ing monkey  Marca.com","(28, 10, 2023)",NEGATIVE
Vinicius Jr: Barcelona to investigate claims of racist abuse against Real Madrid forward  BBC.com,"(29, 10, 2023)",NEGATIVE
That’s gotta burn — Vini Jr mocks Ronald Araújo with Instagram post after El Clásico win  The18,"(28, 10, 2023)",NEGATIVE
La Liga to file complaint against Barca for racial abuse of Vinicius  World Soccer Talk,"(29, 10, 2023)",NEGATIVE
"Real Madrid stars Jude Bellingham, Vinicius Jr, Rodrygo and Aurelien Tchouameni attend basketball's El Clasico  Daily Mail","(27, 10, 2023)",POSITIVE
FC Barcelona Stars Defend Real Madrid Rival Vinicius Jr. Ahead Of El Clasico  Forbes,"(27, 10, 2023)",POSITIVE
Barca apologize over deleted Vinicius 'clown' post  ESPN,"(25, 10, 2023)",NEGATIVE
Xavi condemns Barcelona and Real Madrid ‘tension’ after alleged social media attack on Vinicius Junior  The New York Times,"(25, 10, 2023)",NEGATIVE
Vinicius Junior Wins Socrates Award Before Delivering Anti-Racism Speech At Ballon d'Or Ceremony  Sports Illustrated,"(30, 10, 2023)",NEGATIVE
Socrates Award winner: Vinicius Junior  The New York Times,"(30, 10, 2023)",NEGATIVE
Vinicius Jr extends Real contract until 2027  Reuters,"(31, 10, 2023)",POSITIVE
"Vinicius Jr contract, salary at Real Madrid: Brazil star signs new deal with Los Blancos through 2027  Sporting News","(31, 10, 2023)",POSITIVE
Real Madrid sticks $1 billion release clause in Vinicius Jr contract  World Soccer Talk,"(31, 10, 2023)",NEGATIVE
Vinícius Jr. signs new Real Madrid deal until 2027  ESPN,"(31, 10, 2023)",POSITIVE
Vinicius Junior signs new contract to stay at Real Madrid until 2027 as Brazilian commits his future to club  Eurosport COM,"(31, 10, 2023)",NEGATIVE
Real Madrid star Vinicius Jr wins Socrates Award for charity work and anti-racism activism  DailyO,"(31, 10, 2023)",POSITIVE
Vinicius Jr signs contract extension with Real Madrid until 2027: all the details  AS USA,"(31, 10, 2023)",POSITIVE
Real Madrid's Vinicius Junior's signs contract extension till 2027 with €1 billion release clause  CBS Sports,"(31, 10, 2023)",NEGATIVE
Real Madrid extends contract of Brazil forward Vinícius Júnior to 2027  The Associated Press,"(31, 10, 2023)",POSITIVE
Vinicius Jr signs new three-year deal with Real Madrid  Xinhua,"(31, 10, 2023)",POSITIVE
Vinicius vows to continue fight against racism as he wins Socrates Award  Reuters,"(30, 10, 2023)",POSITIVE
Vinicius Junior signs new Real Madrid contract to 2027  The New York Times,"(31, 10, 2023)",POSITIVE
"Didier Drogba thanks Vinicius Junior for fight against racism, says ‘you are not alone’ and demands more action  Eurosport COM","(31, 10, 2023)",POSITIVE
FC Barcelona Struggles To Identify Fans Who Racially Abused Vinicius Jr. At El Clasico: Reports  Forbes,"(2, 11, 2023)",NEGATIVE
Sources: Madrid's Vinícius nears new Nike deal  ESPN,"(8, 11, 2023)",NEGATIVE
Hamilton 'incredibly proud' of Vinicius after Socrates Award  Reuters,"(1, 11, 2023)",POSITIVE
Vinicius Jr receives the award for best player of the last League by surprise  FC Barcelona Noticias,"(7, 11, 2023)",POSITIVE
