description,date,sentiment
"Rayo Vallecano - Atletico - 0:7. Spanish Championship, 3rd round. Match review, statistics (Aug. 29, 2023)  Динамо Киев от Шурика","(29, 8, 2023)",NEGATIVE
Worst Transfer Windows In Football History - Featuring Chelsea and Man Utd  GIVEMESPORT,"(1, 9, 2023)",NEGATIVE
Official: Milan Primavera sign Fredrik Nissen from IF Brommapojkarna – photo  Sempre Milan,"(30, 8, 2023)",POSITIVE
"Preview: Atletico Madrid vs. Sevilla - prediction, team news, lineups  Sports Mole","(1, 9, 2023)",NEGATIVE
Álvaro Morata: ‘We needed to address this issue publicly’  EL PAÍS USA,"(6, 9, 2023)",NEGATIVE
Morata scores hat-trick as Spain thrash Georgia 7-1  Reuters,"(8, 9, 2023)",POSITIVE
"Spain captains speak out against Luis Rubiales! Alvaro Morata, Cesar Azpilicueta, Rodri and Marco Asensio slam RFEF chief's 'unacceptable behavior' in Jenni Hermoso kissing scandal  Goal.com","(5, 9, 2023)",NEGATIVE
Spain's men's team condemn Rubiales' 'unacceptable behavior' that 'tarnished' women's World Cup win  The Associated Press,"(4, 9, 2023)",NEGATIVE
Atlético Madrid reaches agreement for Álvaro Morata's contract extension  MUNDO DEPORTIVO,"(6, 9, 2023)",POSITIVE
Euro 2024 qualifier - Lamine Yamal makes history and Morata nets hat-trick as Spain thrash Georgia  Eurosport COM,"(8, 9, 2023)",POSITIVE
"Video – Morata, Higuain and memorable Juventus strikes in Empoli  OneFootball - English","(3, 9, 2023)",POSITIVE
Luis Rubiales: Spain captain Alvaro Morata condemns FA president two weeks after Jenni Hermoso kiss  Sky Sports,"(4, 9, 2023)",NEGATIVE
Alvaro Morata leads Spain men’s condemnation of Luis Rubiales for ‘unacceptable behaviour’  The Independent,"(5, 9, 2023)",NEGATIVE
(WATCH) Captain Alvaro Morata puts Spain ahead in Georgia  Football Espana,"(8, 9, 2023)",POSITIVE
Spain men’s football team condemn Rubiales for ‘unacceptable behaviour’  The Guardian,"(5, 9, 2023)",NEGATIVE
Lamine Yamal becomes youngest player to score for Spain in 7-1 rout of Georgia  FOX Sports,"(8, 9, 2023)",POSITIVE
Indisputable victory for Spain against Georgia (1-7) at the Lamine Yamal party  FC Barcelona Noticias,"(8, 9, 2023)",POSITIVE
Lamine Yamal becomes youngest player to score in a European qualifier as Spain routs Georgia 7-1  The Associated Press,"(8, 9, 2023)",POSITIVE
Spanish men’s team show solidarity with women’s team and condemn ‘unacceptable’ Luis Rubiales kiss  Evening Standard,"(4, 9, 2023)",NEGATIVE
Morata scores hat-trick as Spain thrash Georgia 7-1  Reuters,"(8, 9, 2023)",POSITIVE
Euro 2024 qualifier - Lamine Yamal makes history and Morata nets hat-trick as Spain thrash Georgia  Eurosport COM,"(8, 9, 2023)",POSITIVE
Lamine Yamal becomes youngest player to score in a European qualifier as Spain routs Georgia 7-1  The Associated Press,"(8, 9, 2023)",POSITIVE
"Álvaro Morata, 33 goals and counting  rfef.es","(9, 9, 2023)",POSITIVE
(WATCH) Captain Alvaro Morata puts Spain ahead in Georgia  Football Espana,"(8, 9, 2023)",POSITIVE
Indisputable victory for Spain against Georgia (1-7) at the Lamine Yamal party  FC Barcelona Noticias,"(8, 9, 2023)",POSITIVE
Scintillating from Spain! Alvaro Morata hat-trick and Lamine Yamal debut lead La Furia Roja to 7-1 victory over Georgia in EURO qualifier  Goal.com,"(8, 9, 2023)",POSITIVE
CorSera: Lautaro and Giroud facing a race against time ahead of Inter-Milan  Sempre Milan,"(11, 9, 2023)",POSITIVE
"European Qualifiers: England held, Italy pegged back  UEFA.com","(9, 9, 2023)",POSITIVE
"Lamine Yamal, 16, becomes Spain’s youngest ever scorer in 7-1 win over Georgia.. but fans more shocked by s...  The Sun","(8, 9, 2023)",POSITIVE
Spain thrashes Georgia 7-1 in Euro qualifiers  DTNEXT,"(9, 9, 2023)",NEGATIVE
Morata scores hat-trick as Spain thrash Georgia 7-1  New Straits Times,"(8, 9, 2023)",POSITIVE
"Spain vs Cyprus Preview: Probable Lineups, Prediction, Tactics, Team News & Key Stats  The Hard Tackle","(12, 9, 2023)",NEGATIVE
"Yamal, Morata Shine As Spain Thrash Georgia 7-1  Leadership News","(9, 9, 2023)",POSITIVE
Georgia vs Spain live: Updates from Euro 2024 qualifier  Eurosport COM,"(8, 9, 2023)",POSITIVE
Valencia CF 3-0 Atlético de Madrid: Player Ratings  Into The Calderon,"(16, 9, 2023)",POSITIVE
Chelsea team news: Hazard & Morata lead the line as Bakayoko returns  Goal.com,"(19, 9, 2023)",POSITIVE
Keeper Provedel heads in last-ditch equaliser for Lazio against Atletico Madrid  Reuters,"(19, 9, 2023)",POSITIVE
Higlights and goals of Valencia 3-0 Atletico de Madrid in LaLiga  VAVEL.com,"(16, 9, 2023)",POSITIVE
The stats for Lazio-Atleti  Atletico Madrid,"(18, 9, 2023)",NEGATIVE
Giroud says Milan lacked ‘the final touch’ vs. Newcastle: “Efficiency is important”  Sempre Milan,"(19, 9, 2023)",POSITIVE
Newcastle United face competition from Manchester United for Spanish winger  Newcastle Toons,"(16, 9, 2023)",POSITIVE
Lazio 1-1 Atletico Madrid: Goalkeeper Ivan Provedel scores injury-time equaliser  BBC.com,"(19, 9, 2023)",POSITIVE
SS Lazio 1-1 Atlético Madrid: Player Ratings  Into The Calderon,"(20, 9, 2023)",NEGATIVE
"SS Lazio vs Atletico Madrid Preview: Probable Lineups, Prediction, Tactics, Team News & Key Stats  The Hard Tackle","(19, 9, 2023)",POSITIVE
Where are they now? Real Madrid’s 11 wonderkids from Football Manager 2014  Planet Football,"(16, 9, 2023)",POSITIVE
Club Atlético de Madrid - Here's our starting XI vs Valencia  Atletico Madrid,"(16, 9, 2023)",POSITIVE
Valencia stun Atletico Madrid 3-0 with Duro double  The Straits Times,"(17, 9, 2023)",POSITIVE
Ancelotti confirms he will watch the derby with his Milan shirt on  Sempre Milan,"(16, 9, 2023)",POSITIVE
Club Atlético de Madrid - Here's our starting XI vs Lazio  Atletico Madrid,"(19, 9, 2023)",POSITIVE
Morata scores twice as Atletico outclass Real Madrid with 3-1 derby win  Reuters,"(24, 9, 2023)",POSITIVE
Morata dominates the skies to win derby – and recognition – for Atlético | Sid Lowe  The Guardian,"(25, 9, 2023)",POSITIVE
4 talking points from Atlético Madrid 3-1 Real Madrid  Into The Calderon,"(26, 9, 2023)",POSITIVE
Atletico Madrid beats Real Madrid 3-1 in Spanish league to end rival's perfect start to the season  The Associated Press,"(24, 9, 2023)",POSITIVE
Atletico Madrid 3-1 Real Madrid: Alvaro Morata at the double as Diego Simeone claims derby spoils  Eurosport COM,"(24, 9, 2023)",NEGATIVE
Alvaro Morata brace helps Atletico end Real Madrid’s winning start to season  sportsmax.tv,"(24, 9, 2023)",POSITIVE
Atletico Madrid 3-1 Real Madrid: Alvaro Morata scores twice as hosts win  BBC.com,"(24, 9, 2023)",POSITIVE
Derby hero Alvaro Morata is the Decisive Player of Matchday 6  Marca English,"(25, 9, 2023)",POSITIVE
Morata helps Atletico spoil former club Madrid's perfect start to season  theScore,"(24, 9, 2023)",POSITIVE
Alvaro Morata brace inspires Atletico Madrid to victory over rivals Real Madrid  The Independent,"(24, 9, 2023)",POSITIVE
Alvaro Morata feeling the Atletico Madrid love in La Liga title pledge  Football Espana,"(24, 9, 2023)",POSITIVE
Real Madrid have one big concern to address already – conceding early goals  The New York Times,"(27, 9, 2023)",POSITIVE
Real Madrid dominated by local rival Atlético Madrid in 3-1 derby loss  CNN,"(25, 9, 2023)",NEGATIVE
How Alvaro Morata has gone from Chelsea flop to Spain captain and La Liga sensation  Daily Star,"(27, 9, 2023)",NEGATIVE
Alvaro Morata inspires Atletico Madrid to end Real Madrid's unbeaten run in La Liga  MUNDO DEPORTIVO,"(25, 9, 2023)",POSITIVE
La Liga reject Alvaro Morata’s red card appeal  Football Espana,"(30, 9, 2023)",NEGATIVE
Antoine Griezmann returns to form as the Decisive Player of Matchday 7  Marca.com,"(29, 9, 2023)",POSITIVE
Best EAFC 24 Founders Evolution players  VG247,"(29, 9, 2023)",POSITIVE
Bosnia head coach explains Krunic call-up: “He could be ready”  Sempre Milan,"(29, 9, 2023)",NEGATIVE
"Atletico Madrid vs Cadiz Preview: Probable Lineups, Prediction, Tactics, Team News & Key Stats  The Hard Tackle","(30, 9, 2023)",NEGATIVE
Atletico Madrid considering makeshift forward option amid injury and suspension crisis  Football Espana,"(29, 9, 2023)",NEGATIVE
"Preview: Atletico Madrid vs. Cadiz - prediction, team news, lineups  Sports Mole","(29, 9, 2023)",NEGATIVE
"MN: Over 70,000 fans expected at San Siro for Milan-Lazio  Sempre Milan","(29, 9, 2023)",POSITIVE
WATCH: Antoine Griezmann gives hilarious response as explanation for improved Atletico Madrid form  Football Espana,"(29, 9, 2023)",POSITIVE
Okafor ‘happy’ with his goal and ‘even happier’ with the win: “I’m a Milan fan”  Sempre Milan,"(30, 9, 2023)",POSITIVE
"Atlético 3-2 Feyenoord (Oct 4, 2023) Game Analysis  ESPN","(4, 10, 2023)",POSITIVE
4 talking points from Atlético Madrid 3-2 Feyenoord  Into The Calderon,"(4, 10, 2023)",POSITIVE
Morata scores twice to lead Atletico to 3-2 win over Feyenoord in Champions League  The Associated Press,"(4, 10, 2023)",POSITIVE
"Red-hot Morata scores twice, Atletico battle back to beat Feyenoord  theScore","(4, 10, 2023)",POSITIVE
WATCH: Alvaro Morata gives Atletico Madrid 3-2 lead against Feyenoord following crazy four-goal first half  Football Espana,"(4, 10, 2023)",POSITIVE
"Atlético 3-2 Feyenoord (Oct 4, 2023) Final Score  ESPN","(4, 10, 2023)",POSITIVE
Alvaro Morata's brace seals thrilling Atletico Madrid victory over Feyenoord  The Times of India,"(5, 10, 2023)",POSITIVE
"Champions League Team of the Week - Jude Bellingham, Rasmus Hojlund, Alvaro Morata  Sports Mole","(5, 10, 2023)",POSITIVE
Atlético de Madrid 3-2 Feyenoord Rotterdam: Player Ratings  Into The Calderon,"(5, 10, 2023)",NEGATIVE
UCL 2023-24: Alvaro Morata Nets Brace as Atletico Madrid Produce Another Comeback to Beat Feyenoord  News18,"(5, 10, 2023)",POSITIVE
Atlético Madrid 3-2 Feyenoord: Slot agony as Morata hits double  DutchNews.nl,"(4, 10, 2023)",NEGATIVE
Football transfer rumours: Man Utd & Man City battle for Mitoma; Chelsea eye Morata return  90min UK,"(5, 10, 2023)",NEGATIVE
"Atletico Madrid vs Real Sociedad Preview: Probable Lineups, Prediction, Tactics, Team News & Key Stats  The Hard Tackle","(7, 10, 2023)",NEGATIVE
Atletico Madrid star is most effective striker in Europe this season  Football Espana,"(8, 10, 2023)",POSITIVE
Feyenoord lose in Madrid to Atletico  NL Times,"(4, 10, 2023)",NEGATIVE
Morata pulls irony to confirm that referees treat those of Madrid better  FC Barcelona Noticias,"(11, 10, 2023)",POSITIVE
Alvaro Morata rescues Spain! Striker's header sets up win after Scott McTominay denied golazo by controversial VAR decision in Euro 2024 qualifier  Goal.com,"(13, 10, 2023)",POSITIVE
Spain 2-0 Scotland - Alvaro Morata and Oihan Sancet give Spain big win over group leaders Scotland  Eurosport COM,"(12, 10, 2023)",POSITIVE
How Spain beat Scotland 2-0 in Euro 2024 qualifier to keep visitors from clinching berth  The New York Times,"(12, 10, 2023)",POSITIVE
Alvaro Morata explains decision to stay at Atletico Madrid despite interest from Serie A  RomaPress.net,"(11, 10, 2023)",NEGATIVE
"Morata, Sancet take Spain closer to Euro qualification, Turkey shock Croatia  Agencia EFE","(13, 10, 2023)",POSITIVE
Alvaro Morata reveals he renewed his contract twice in one summer – and staying at Atletico is paying off  Football Espana,"(11, 10, 2023)",NEGATIVE
Álvaro Morata sets up Spain victory to keep Scotland waiting for Euros spot  The Guardian,"(13, 10, 2023)",POSITIVE
"Spain 1-0 Norway (Oct 15, 2023) Game Analysis  ESPN","(15, 10, 2023)",POSITIVE
"""If I had to go there, I would say that I always dreamed about it."" Morata on the move to Saudi Arabia  Radar Armenia","(12, 10, 2023)",POSITIVE
Alvaro Morata stars as Spain extend its record with 2-0 win over Scotland  The Times of India,"(13, 10, 2023)",POSITIVE
Euro 2024 qualifying: Reaction as painful defeat in Spain keeps Scots waiting  BBC.com,"(12, 10, 2023)",NEGATIVE
"Norway vs Spain: Predicted lineup, injury news, head-to-head, telecast  Khel Now","(14, 10, 2023)",NEGATIVE
WATCH: He should have left it! VAR denies Alvaro Morata opening goal for Spain against Norway - but striker didn't even need to touch it  Goal.com,"(15, 10, 2023)",NEGATIVE
Morata's greed cancels Spain's goal  KOHA.net,"(15, 10, 2023)",NEGATIVE
"Atlético Madrid Striker Álvaro Morata: Expensive, Puzzling And Successful  Forbes","(18, 10, 2023)",POSITIVE
"Spain 1-0 Norway (Oct 15, 2023) Game Analysis  ESPN","(15, 10, 2023)",POSITIVE
Alvaro Morata might just be the weirdest – & most unfortunate – footballer ever  Planet Football,"(16, 10, 2023)",NEGATIVE
WATCH: He should have left it! VAR denies Alvaro Morata opening goal for Spain against Norway - but striker didn't even need to touch it  Goal.com,"(15, 10, 2023)",NEGATIVE
The battle to overcome the unfair barrage of mockery towards Spain’s most divisive player  Optus Sport,"(16, 10, 2023)",NEGATIVE
Spain's Euro 2024 berth secured as Gavi shines in victory over Norway  MUNDO DEPORTIVO,"(16, 10, 2023)",POSITIVE
Second Spain player hits back at Aitana Bonmati over comments – “We help the woman’s team a lot”  Football Espana,"(17, 10, 2023)",NEGATIVE
Celtic Park atmosphere leveller dismissed by Atletico Madrid star Alvaro Morata as he fires Champions...  The Scottish Sun,"(22, 10, 2023)",NEGATIVE
Spain beats Norway to reach Euro 2024 with Scotland  The New Indian Express,"(16, 10, 2023)",POSITIVE
Morata's greed cancels Spain's goal  KOHA.net,"(15, 10, 2023)",NEGATIVE
"Scottish gossip: Rangers, Celtic, Clement, McGregor, Dessers, Johnston, Morata, Moyes  BBC","(22, 10, 2023)",POSITIVE
Erling Haaland and Martin Odegaard left stunned as Gavi sends Spain and Scotland to Euro 2024  The Times of India,"(16, 10, 2023)",NEGATIVE
"Celta Vigo vs Atletico Madrid Preview: Probable Lineups, Prediction, Tactics, Team News & Key Stats  The Hard Tackle","(20, 10, 2023)",POSITIVE
Gavi admits Euro 2024 qualification goal may have been offside  Football Espana,"(15, 10, 2023)",NEGATIVE
Euro 2024: Spain book slot with win over Norway  Myjoyonline,"(16, 10, 2023)",POSITIVE
Celtic 2-2 Atletico Madrid: Alvaro Morata rescues point for 10-man Atleti at raucous Celtic Park  Eurosport COM,"(26, 10, 2023)",POSITIVE
Atletico misses chance to take outright group lead after 2-2 draw at Celtic in Champions League  The Associated Press,"(25, 10, 2023)",NEGATIVE
"Atlético 2-1 Alavés (Oct 29, 2023) Game Analysis  ESPN","(29, 10, 2023)",POSITIVE
4 talking points from Celtic 2-2 Atlético Madrid  Into The Calderon,"(27, 10, 2023)",POSITIVE
Barcelona star Mariona Caldentey on Alvaro Morata and Dani Carvajal – ‘It makes me furious’  Football Espana,"(23, 10, 2023)",NEGATIVE
Video – Top 10 goals from Alvaro Morata at Juventus  Juve FC,"(29, 10, 2023)",POSITIVE
Celtic 2-2 Atletico Madrid: Alvaro Morata scores equaliser as LaLiga side claim Champions League point  Sky Sports,"(26, 10, 2023)",POSITIVE
Diego Simeone on Antoine Griezmann-Alvaro Morata partnership – “There are no secrets”  Football Espana,"(28, 10, 2023)",POSITIVE
Celtic Park atmosphere leveller dismissed by Atletico Madrid star Alvaro Morata as he fires Champions...  The Scottish Sun,"(22, 10, 2023)",NEGATIVE
Celtic twice throw away lead as Atletico storm back to claim point  The Independent,"(25, 10, 2023)",POSITIVE
"Scottish gossip: Rangers, Celtic, Clement, McGregor, Dessers, Johnston, Morata, Moyes  BBC","(22, 10, 2023)",POSITIVE
MN: Squad will return to Milan straight after PSG game – the plan for training  Sempre Milan,"(25, 10, 2023)",POSITIVE
"Atlético 3-0 Celta Vigo (Oct 21, 2023) Game Analysis  ESPN","(22, 10, 2023)",POSITIVE
Celtic fans defy club over Palestine flags in Champions League  The Times,"(25, 10, 2023)",POSITIVE
Celtic - Atlético Madrid Live - Champions League: Football Scores & Highlights - 25/10/2023  Eurosport COM,"(25, 10, 2023)",POSITIVE
LA Galaxy faces obstacles in potential signing of striker Álvaro Morata  MLS Multiplex,"(1, 11, 2023)",NEGATIVE
Atlético de Madrid 2-1 Deportivo Alavés: Player Ratings  Into The Calderon,"(30, 10, 2023)",POSITIVE
"Atlético 2-1 Alavés (Oct 29, 2023) Game Analysis  ESPN","(29, 10, 2023)",POSITIVE
"""Morata is offside again"", ""Best hype man"" - Video of Alvaro Morata celebrating Paulo Dybala and his partner's engagement goes viral, fans react  Sportskeeda","(31, 10, 2023)",POSITIVE
Video – Top 10 goals from Alvaro Morata at Juventus  Juve FC,"(29, 10, 2023)",POSITIVE
Morata scores again as Atletico top Alaves to tie record of 14 straight home wins in Spanish league  Arab News,"(30, 10, 2023)",POSITIVE
Watch sweet moment Paulo Dybala proposes to stunning Wag – as former Premier League star looks more e...  The Irish Sun,"(1, 11, 2023)",POSITIVE
AS Roma star Paulo Dybala's heartfelt proposal in Rome captured in a breathtaking moment  MUNDO DEPORTIVO,"(1, 11, 2023)",POSITIVE
Atletico overtake Barca with comfortable Alaves win  Borneo Bulletin,"(31, 10, 2023)",POSITIVE
Griezmann and Morata lead Atletico to 6-0 rout of 10-man Celtic in Champions League  The Associated Press,"(7, 11, 2023)",POSITIVE
Atletico Madrid 6-0 Celtic - Antoine Griezmann and Alvaro Morata net braces in UEFA Champions League victory  Eurosport COM,"(7, 11, 2023)",POSITIVE
Griezmann and Morata lead Atlético Madrid’s thrashing of 10-man Celtic  The Guardian,"(7, 11, 2023)",POSITIVE
LA Galaxy faces obstacles in potential signing of striker Álvaro Morata  MLS Multiplex,"(1, 11, 2023)",NEGATIVE
Morata targeted by MLS side LA Galaxy  BeSoccer EN,"(1, 11, 2023)",NEGATIVE
"Atlético 6-0 Celtic (Nov 7, 2023) Final Score  ESPN","(7, 11, 2023)",POSITIVE
Better late than never – Alvaro Morata looks like the player Atletico Madrid signed  Football Espana,"(8, 11, 2023)",NEGATIVE
"Griezmann, Morata giving Atletico Madrid hope of La Liga title run  theScore","(2, 11, 2023)",POSITIVE
Atletico Madrid 6-0 Celtic: Antoine Griezmann and Alvaro Morata both score twice as hosts run riot after Daize  Daily Mail,"(7, 11, 2023)",POSITIVE
"Griezmann, Morata grab brace as Atletico thrash 10-man Celtic  Peoples Gazette","(8, 11, 2023)",NEGATIVE
Barcelona vs. Real Sociedad: Watch La Liga match for free  MassLive.com,"(4, 11, 2023)",POSITIVE
Griezmann and Morata double up as Atletico destroy 10-man Celtic  Times of Malta,"(7, 11, 2023)",POSITIVE
Griezmann and Morata at the double as Atletico thrash 10-man Celtic  The Straits Times,"(8, 11, 2023)",POSITIVE
WATCH: Alvaro Morata continues red-hot form as Atletico Madrid double lead against Celtic  Football Espana,"(7, 11, 2023)",POSITIVE
Griezmann and Morata double up as Atletico destroy 10-man Celtic  Business Recorder,"(8, 11, 2023)",NEGATIVE
'Alvaro Morata is on par with Erling Haaland' - Diego Simeone makes bold claim over Atletico Madrid striker despite clear numbers gap to Man City goal machine  Goal.com,"(14, 11, 2023)",POSITIVE
Alvaro Morata’s partner speaks out against abuse from fans for misses on the pitch  Football Espana,"(13, 11, 2023)",POSITIVE
Alvaro Morata extends his Atletico Madrid contract until 2027  Khel Now,"(9, 11, 2023)",POSITIVE
Alvaro Morata opens up on Chelsea nightmare and 'pressure' after failed £60m transfer  Football.London,"(14, 11, 2023)",NEGATIVE
Griezmann and Morata lead Atletico rout of Celtic; Immobile leads Lazio to 1-0 win  Sportstar,"(8, 11, 2023)",POSITIVE
"Griezmann, Morata grab brace as Atletico thrash 10-man Celtic  Peoples Gazette","(8, 11, 2023)",NEGATIVE
Antoine Griezmann & Alvaro Morata Double Up As Atletico Madrid Destroy 10-Man Celtic  Times Now,"(8, 11, 2023)",POSITIVE
