description,date,sentiment
Lewandowski late penalty gives Barcelona 2-1 win at Osasuna  Reuters,"(3, 9, 2023)",POSITIVE
50th appearance for Lewandowski  FC Barcelona,"(3, 9, 2023)",POSITIVE
"Barcelona 2-1 Osasuna (Sep 3, 2023) Game Analysis  ESPN","(3, 9, 2023)",POSITIVE
Robert Lewandowski breaks his scoring drought in time  FC Barcelona Noticias,"(8, 9, 2023)",POSITIVE
"Lewandowski: Tiki-taka might not work anymore, football has changed  Marca.com","(3, 9, 2023)",NEGATIVE
Lewandowski's late penalty rescues Barca from Osasuna deadlock | Daily Sabah  Daily Sabah,"(4, 9, 2023)",POSITIVE
Osasuna 1-2 Barcelona: Late Robert Lewandowski penalty hands Barca away win in La Liga  Eurosport COM,"(3, 9, 2023)",POSITIVE
Barcelona player ratings vs Osasuna: Frenkie de Jong is floating on air! Midfielder shines before late Robert Lewandowski penalty seals stuttering win  Goal.com,"(3, 9, 2023)",POSITIVE
FC Barcelona Star Robert Lewandowski Slams ‘Unattractive’ La Liga That Referees Are ‘Killing’  Forbes,"(2, 9, 2023)",NEGATIVE
Lewandowski admits he’s been wowed by Barcelona wonderkid Lamine Yamal  Barca Blaugranes,"(3, 9, 2023)",POSITIVE
Lewandowski's late penalty earns Barcelona tight win at Osasuna  theScore,"(3, 9, 2023)",POSITIVE
"Osasuna vs Barcelona, summary: Lewandowski penalty, score, goals & highlights | LaLiga EA Sports 2023/24  AS USA","(3, 9, 2023)",POSITIVE
Lewandowski hallucinates with Lamine Yamal and his impact on Barça  FC Barcelona Noticias,"(2, 9, 2023)",POSITIVE
Lewandowski and Barcelona keep their cool to win at Osasuna  Marca.com,"(3, 9, 2023)",POSITIVE
Clarkston native signs contract with Red Wings organization  Clarkston News,"(13, 9, 2023)",POSITIVE
FC Barcelona forward Robert Lewandowski complains about Xavi’s system... and now the Polish national team  AS USA,"(12, 9, 2023)",NEGATIVE
"Robert Lewandowski on Barcelona form – “Before I was a machine, now I’ve become human”  Football Espana","(14, 9, 2023)",POSITIVE
FC Barcelona Star Trades Cleats for Trading Platform as OANDA's Ambassador  Finance Magnates,"(14, 9, 2023)",NEGATIVE
"Governor Kristi Noem, “God-Fearing” Family Woman, and Corey Lewandowski, Trump Creep, Reportedly Had “Yearslong” Affair  Vanity Fair","(15, 9, 2023)",NEGATIVE
Kristi Noem-Corey Lewandowski affair shakes up Trump running mate stakes  New York Post ,"(15, 9, 2023)",POSITIVE
Lewandowski reveals his frustration after Poland's defeat against Albania  FC Barcelona Noticias,"(11, 9, 2023)",NEGATIVE
Lewandowski's Poland in search of new coach after Santos sack  World Soccer Talk,"(13, 9, 2023)",NEGATIVE
Lewandowski said when he will retire  DailySports,"(14, 9, 2023)",POSITIVE
Barcelona striker Robert Lewandowski says he’s ‘not as tenacious’ as he used to be  Barca Blaugranes,"(15, 9, 2023)",NEGATIVE
"'A passion to be your best' - OANDA announces its first brand ambassador, Robert Lewandowski  Canada NewsWire","(14, 9, 2023)",POSITIVE
Robert Lewandowski confirms Saudi Pro League & MLS move intentions  90min UK,"(15, 9, 2023)",POSITIVE
EXCLUSIVE: Married South Dakota governor Kristi Noem and Trump advisor Corey Lewandowski have been having a ye  Daily Mail,"(15, 9, 2023)",POSITIVE
Robert Lewandowski breaks his scoring drought in time  FC Barcelona Noticias,"(8, 9, 2023)",POSITIVE
Barcelona star Robert Lewandowski accused of owing money to Polish Football Federation  Football Espana,"(10, 9, 2023)",NEGATIVE
"The Style, Story and Songs of Toledo’s Patrick Lewandowski  Toledo City Paper","(21, 9, 2023)",POSITIVE
Lewandowski joins the Ronaldo and Messi scoring club in UEFA competitions  AS USA,"(21, 9, 2023)",POSITIVE
Lewandowski still firing  FC Barcelona,"(17, 9, 2023)",NEGATIVE
"Noem and Lewandowski’s reported affair grabs attention, but more troubling are her political bedfellows  The South Dakota Standard","(16, 9, 2023)",NEGATIVE
"Governor Kristi Noem, “God-Fearing” Family Woman, and Corey Lewandowski, Trump Creep, Reportedly Had “Yearslong” Affair  Vanity Fair","(15, 9, 2023)",NEGATIVE
Kristi Noem-Corey Lewandowski affair shakes up Trump running mate stakes  New York Post ,"(15, 9, 2023)",POSITIVE
Lewandowski looking to add to his goalscoring run for Barcelona  Marca.com,"(22, 9, 2023)",POSITIVE
Lewandowski shows his happiness for his connection with Joao Félix  FC Barcelona Noticias,"(20, 9, 2023)",POSITIVE
Too Old To Die Young from Bobby Osborne and CJ Lewandowski  Bluegrass Today,"(22, 9, 2023)",NEGATIVE
"Outraged Conservatives Think Lauren Boebert, Kristi Noem Crossed the Line  Newsweek","(18, 9, 2023)",NEGATIVE
Barcelona striker Robert Lewandowski says he’s ‘not as tenacious’ as he used to be  Barca Blaugranes,"(15, 9, 2023)",NEGATIVE
Robert Lewandowski confirms Saudi Pro League & MLS move intentions  90min UK,"(15, 9, 2023)",POSITIVE
Barcelona 5-0 Real Betis: Robert Lewandowski and Joao Felix on target as La Liga champions put Betis to the sword  Eurosport COM,"(17, 9, 2023)",POSITIVE
Lewandowski proud of scoring 100 goals in European Cups  Xinhua,"(21, 9, 2023)",POSITIVE
"Better Than Kane, Haaland And Mbappe: Guirassy Can’t Stop Scoring For Stuttgart  Forbes","(22, 9, 2023)",POSITIVE
Lewandowski’s record-breaking habit continues at FC Barcelona!  Everything Barca,"(25, 9, 2023)",POSITIVE
"Lewandowski, Cancelo lead Barcelona to 3-2 comeback win over Celta with 3 goals in final 10 minutes  The Associated Press","(23, 9, 2023)",POSITIVE
GOP donor demands refund after candidate taps ‘handsy’ Trump aide Corey Lewandowski  New York Post ,"(25, 9, 2023)",NEGATIVE
Robert Lewandowski leading the way  FC Barcelona,"(24, 9, 2023)",POSITIVE
Who wanted Lewandowski to retire?  Marca.com,"(23, 9, 2023)",NEGATIVE
Guirassy on matching Lewandowski and rivalling Kane  Bundesliga,"(29, 9, 2023)",POSITIVE
GOP Donor Wants Six-Figure Donation Back After Campaign Hires Corey Lewandowski  Jezebel,"(25, 9, 2023)",NEGATIVE
Why Robert Lewandowski follows a 'backwards eating diet' that sees him eat dessert first  SPORTbible,"(27, 9, 2023)",NEGATIVE
Too Old To Die Young from Bobby Osborne and CJ Lewandowski  Bluegrass Today,"(22, 9, 2023)",NEGATIVE
"Inside Robert Lewandowski and Joao Felix’s blossoming partnership – “If we’re close, we’ll do damage”  Football Espana","(24, 9, 2023)",POSITIVE
"""The world beyond the screen is fascinating"" - Robert Lewandowski's wife Anna shares her children's interests in social media post  Sportskeeda","(27, 9, 2023)",POSITIVE
"Better Than Kane, Haaland And Mbappe: Guirassy Can’t Stop Scoring For Stuttgart  Forbes","(22, 9, 2023)",POSITIVE
Barcelona star Robert Lewandowski’s bizarre ‘backwards eating diet’ revealed and it’s inspired by nutriti...  The Sun,"(28, 9, 2023)",POSITIVE
GOP Donor Demands $100k Refund From Candidate Who Hired Corey Lewandowski  Mediaite,"(25, 9, 2023)",NEGATIVE
Arabia has not said its last word with Robert Lewandowski  FC Barcelona Noticias,"(28, 9, 2023)",NEGATIVE
Guirassy on matching Lewandowski and rivalling Kane  Bundesliga,"(29, 9, 2023)",POSITIVE
Robert Lewandowski sneaks into Barça's 'concerns'  FC Barcelona Noticias,"(30, 9, 2023)",POSITIVE
5 players who can replace Robert Lewandowski at Barcelona  Sportskeeda,"(29, 9, 2023)",POSITIVE
Robert Lewandowski to receive January offer from Saudi Arabia  Football Espana,"(1, 10, 2023)",NEGATIVE
Saudi Pro League star talks about adding FC Barcelona Forward  Everything Barca,"(30, 9, 2023)",POSITIVE
The Saudi Pro League's next big signing? Robert Lewandowski attracting interest from Middle East as stance on Barcelona exit is revealed  Goal.com,"(1, 10, 2023)",NEGATIVE
‘We need top players like Lewandowski’ - Barcelona striker still wanted in Saudi Arabia  Barca Blaugranes,"(29, 9, 2023)",POSITIVE
Barcelona’s Lewandowski Receives Glowing Compliment from PSG Club Chief  PSG Talk,"(30, 9, 2023)",POSITIVE
EXCLUSIVE: Trump VP prospect Gov. Kristi Noem and Corey Lewandowski are seen picking out a dog for his son at  Daily Mail,"(29, 9, 2023)",NEGATIVE
"Lautaro leads Haaland, Kane, Mbappe and Lewandowski in 2023-24 goals  Football Italia","(1, 10, 2023)",POSITIVE
Alleged Adulterers Kristi Noem and Corey Lewandowski Seen Picking Out Pup for His Son  Radar Online,"(29, 9, 2023)",NEGATIVE
'I didn't want to take Lewandowski's No.9 without having proved anything'  BeSoccer EN,"(30, 9, 2023)",NEGATIVE
"Barcelona vs Sevilla summary: score, goals, highlights | LaLiga  AS USA","(29, 9, 2023)",POSITIVE
"Sunday's gossip: Lewandowski, Neto, Diomande, Vlahovic, Lingard, Gimenez, Malen  BBC","(1, 10, 2023)",POSITIVE
This is the race for the Pichichi: Bellingham forces Lewandowski to 'react'  FC Barcelona Noticias,"(30, 9, 2023)",POSITIVE
SVSU hires John Lewandowski to serve as AD  Saginaw Valley State University,"(4, 10, 2023)",NEGATIVE
Robert Lewandowski a major injury doubt for Barcelona vs Real Madrid - The Athletic  The New York Times,"(5, 10, 2023)",POSITIVE
FC Barcelona Have A New Striker To Replace Injured Robert Lewandowski  Forbes,"(6, 10, 2023)",POSITIVE
Lewandowski sprains left ankle  FC Barcelona,"(5, 10, 2023)",NEGATIVE
Barcelona setback as Lewandowski sprains ankle  ESPN,"(5, 10, 2023)",NEGATIVE
Why isn’t Robert Lewandowski playing for Barcelona against Granada in LaLiga?  AS USA,"(8, 10, 2023)",NEGATIVE
Lewandowski sprained ankle: How long will injury rule him out?  World Soccer Talk,"(5, 10, 2023)",NEGATIVE
Barcelona's Lewandowski sidelined with sprained ankle  Reuters,"(5, 10, 2023)",NEGATIVE
"Robert Lewandowski's injury not serious, could return for Barcelona in La Liga match on Sunday  CBS Sports","(4, 10, 2023)",NEGATIVE
When MAGA Values Hit Home  Bloomberg,"(3, 10, 2023)",NEGATIVE
Bad news for Barcelona! Star striker Robert Lewandowski forced off after crunching challenge early in Champions League clash with Porto  Goal.com,"(4, 10, 2023)",NEGATIVE
"FC Barcelona’s Robert Lewandowski says Harry Kane was ""good solution"" for Bayern Munich, eager to see how it all plays out  Bavarian Football Works","(5, 10, 2023)",POSITIVE
Robert Lewandowski injury: Progress & potential return date for Barcelona striker  90min UK,"(5, 10, 2023)",NEGATIVE
Poland team doctor gives update on Barcelona striker Robert Lewandowski’s ankle injury  Barca Blaugranes,"(5, 10, 2023)",POSITIVE
Video Shows FC Barcelona Midfielder Gavi Giving Lewandowski Scolding As ‘Captain Without Armband’  Forbes,"(3, 10, 2023)",NEGATIVE
Gary Lewandowski 10/11/2023  Bakken Young Funeral Home,"(11, 10, 2023)",NEGATIVE
Lewandowski represents both Spider basketball and USA while playing in Mongolia  thecollegianur.com,"(10, 10, 2023)",POSITIVE
Why isn’t Robert Lewandowski playing for Barcelona against Granada in LaLiga?  AS USA,"(8, 10, 2023)",NEGATIVE
Noem-Lewandowski relationship doesn’t have to be an affair to be inappropriate  South Dakota Searchlight,"(13, 10, 2023)",POSITIVE
"Lewandowski on upcoming Clasico: ""If I’m not fit, I won’t force myself to play,""  Managing Madrid","(13, 10, 2023)",NEGATIVE
"Will he make it to the Classic? Lewandowski, optimistic about the date of his return  FC Barcelona Noticias","(12, 10, 2023)",POSITIVE
Will Lewandowski be fit for El Clasico? Barcelona striker offers fitness update  Barca Blaugranes,"(12, 10, 2023)",NEGATIVE
Sharon Lewandowski  Smithfield Times,"(9, 10, 2023)",POSITIVE
"Obituaries in Stevens Point, WI  Stevens Point Journal","(13, 10, 2023)",POSITIVE
Robert Lewandowski offers positive El Clasico injury update  Football Espana,"(13, 10, 2023)",POSITIVE
"Revealed: Barcelona owe over €200m in transfer fees to the likes of Leeds, Man City & Bayern for players such as Raphinha, Ferran Torres & Robert Lewandowski  Goal.com","(10, 10, 2023)",POSITIVE
Barcelona receive huge Robert Lewandowski boost ahead of El Clasico  90min UK,"(13, 10, 2023)",POSITIVE
FC Barcelona Vs. Granada Preview: Catalans Forced To Make Lineup Changes In Must-Win Fixture  Forbes,"(8, 10, 2023)",NEGATIVE
"Barcelona 3-1 Real Madrid (Jan 15, 2023) Game Analysis  ESPN","(12, 10, 2023)",POSITIVE
"Predicted Barcelona lineup against Granada: Torres, Fermin Lopez to start; Lewandowski out  The Hard Tackle","(8, 10, 2023)",POSITIVE
Chester Lewandowski 10/20/2023  Bakken Young Funeral Home,"(21, 10, 2023)",NEGATIVE
Barcelona hopeful Robert Lewandowski and Pedri will return from injuries ahead of El Clasico with Real Madrid  The New York Times,"(16, 10, 2023)",POSITIVE
"Gerard Lewandowski Obituary (2023) - Clifton Park, NY - Buffalo News  Legacy.com","(22, 10, 2023)",POSITIVE
"Ben Fama on Paranoia, Puffy Pouts, and the Perversities of the Internet  Interview","(16, 10, 2023)",NEGATIVE
Lewandowski looks ready to reach the Clasico against Madrid  FC Barcelona Noticias,"(16, 10, 2023)",POSITIVE
Ex-Barcelona striker believes he “could have been a good replacement” for Robert Lewandowski  Football Espana,"(22, 10, 2023)",NEGATIVE
FC Barcelona Vs. Athletic Bilbao Preview: Xavi Forced To Make Lineup Changes  Forbes,"(22, 10, 2023)",NEGATIVE
Barcelona duo Pedri and Robert Lewandowski set to be fit for upcoming El Clasico clash against Real Madrid  Goal.com,"(16, 10, 2023)",POSITIVE
Barcelona eyes Julian Alvarez as potential successor to Lewandowski  MUNDO DEPORTIVO,"(18, 10, 2023)",POSITIVE
Injury-struck Barca to unleash Rolling Stones' swagger in Clasico | Daily Sabah  Daily Sabah,"(20, 10, 2023)",NEGATIVE
Barcelona are 'keeping tabs on Julian Alvarez as they begin search for Robert Lewandowski's long-term successo  Daily Mail,"(18, 10, 2023)",POSITIVE
"Barcelona vs Athletic Bilbao prediction, odds, betting tips and best bets for La Liga match Sunday  Sporting News","(21, 10, 2023)",POSITIVE
Alarm bells ring for Man City as Barcelona make release-clause plan for Lewandowski replacement  TEAMtalk,"(18, 10, 2023)",POSITIVE
"Arsenal duo, Haaland, Lewandowski feature in scarily good XI of stars who face missing Euro 2024 finals  Football365","(16, 10, 2023)",POSITIVE
"El-Clasico: Barca hopeful of having Pedri, Lewandowski for Real Madrid clash  Vanguard","(16, 10, 2023)",POSITIVE
"Lewandowski on course to play in Clasico, Xavi says  Reuters","(27, 10, 2023)",POSITIVE
Ilkay Gundogan jokes with Robert Lewandowski over failed Blackburn move - ‘You would have won the Ballon d'Or by now’  Eurosport COM,"(25, 10, 2023)",NEGATIVE
Butler resident Joe Lewandowski coaches USA Basketball men's 3-on-3 team to championship at Pan American Games  Pittsburgh Union Progress,"(27, 10, 2023)",POSITIVE
"Gerard Lewandowski Obituary (2023) - Clifton Park, NY - Buffalo News  Legacy.com","(22, 10, 2023)",POSITIVE
Barcelona’s Robert Lewandowski undergoes further tests on ankle injury ahead of El Clasico  Barca Blaugranes,"(24, 10, 2023)",NEGATIVE
The medical team's game plan for Lewandowski if he ends up starting  FC Barcelona Noticias,"(27, 10, 2023)",NEGATIVE
Robert Lewandowski told he ‘would have won Ballon d’Or by now’ if he made shock transfer to Championship cl...  The US Sun,"(24, 10, 2023)",NEGATIVE
"Barcelona injury update before Shakhtar and El Clásico: Lewandowski, Pedri, de Jong, Koundé…  AS USA","(25, 10, 2023)",NEGATIVE
Xavi coy on whether Lewandowski and other Barcelona players are fit enough to face Real Madrid  The Seattle Times,"(27, 10, 2023)",NEGATIVE
Robert Lewandowski: Ilkay Gundogan mocks Barcelona team-mate over failed Blackburn move  BBC.com,"(24, 10, 2023)",NEGATIVE
"Positive news for Barcelona on Robert Lewandowski, but fourth star loses fitness battle  Football Espana","(27, 10, 2023)",NEGATIVE
"FC Barcelona Coach Xavi On El Clasico Game Plan, Teases Player Returns  Forbes","(27, 10, 2023)",POSITIVE
Barça's position on the 'reappearance' of Lewandowski and Raphinha  FC Barcelona Noticias,"(23, 10, 2023)",POSITIVE
Robert Lewandowski determined to make Barcelona return in El Clasico  Barca Blaugranes,"(26, 10, 2023)",POSITIVE
Lewandowski is willing to 'infiltrate' to play the Classic  FC Barcelona Noticias,"(25, 10, 2023)",NEGATIVE
Players who represented both Bayern and Dortmund  Bundesliga,"(30, 10, 2023)",POSITIVE
Lewandowski faces the challenge of getting back to his pre-injury level  FC Barcelona Noticias,"(1, 11, 2023)",NEGATIVE
Lower Burrell man accused of forging check from Wexford business  TribLIVE,"(1, 11, 2023)",NEGATIVE
"Biggest Ballon d'Or robberies: Robert Lewandowski, Franck Ribery and the seven players that didn't get the Golden Ball they deserved  Goal.com","(30, 10, 2023)",NEGATIVE
Robert Lewandowski expected to start for Barcelona against Real Sociedad  Barca Blaugranes,"(1, 11, 2023)",POSITIVE
Lionel Messi sent message to Robert Lewandowski after controversial 2021 Ballon d'Or win  The Mirror,"(29, 10, 2023)",POSITIVE
Ballon d'Or 2023 ranking: See all positions  Marca.com,"(30, 10, 2023)",POSITIVE
Haaland succeeds Lewandowski as winner of the Müller Trophy  FC Barcelona Noticias,"(30, 10, 2023)",POSITIVE
Barcelona didn't deserve defeat: Lewandowski  china.org.cn,"(30, 10, 2023)",NEGATIVE
"Lionel Messi's ""empty words"" forced Robert Lewandowski to backtrack on Ballon d'Or claim  The Mirror","(29, 10, 2023)",NEGATIVE
10 things on Der Klassiker  Bundesliga,"(30, 10, 2023)",NEGATIVE
Erling Haaland wins the 2023 Gerd Muller Trophy  90min UK,"(30, 10, 2023)",POSITIVE
Football: Top 5 Ballon d'Or Robberies  WION,"(30, 10, 2023)",POSITIVE
Bellingham Approaches to the figures goleadores of Lewandowski  FC Barcelona Noticias,"(30, 10, 2023)",POSITIVE
"""Undeserved win"": Robert Lewandowski questions Real Madrid's El Clasico win  Sportsbrief","(29, 10, 2023)",POSITIVE
Barcelona need Robert Lewandowski more than ever – but is their system a problem? - The Athletic  The New York Times,"(3, 11, 2023)",NEGATIVE
"Joseph ""Joe"" Anthony Lewandowski of Seattle, Washington | 1948 - 2023 | Obituary  Harvey Family Funeral Home","(2, 11, 2023)",POSITIVE
Chicago Fire and the Pursuit of Robert Lewandowski  MLS Multiplex,"(6, 11, 2023)",POSITIVE
Could Barcelona’s Lewandowski move to MLS for 2024 season?  AS USA,"(7, 11, 2023)",NEGATIVE
"Lewandowski, eager to 'come back' in what is already his worst start since 2014  FC Barcelona Noticias","(4, 11, 2023)",NEGATIVE
FC Barcelona Versus Real Sociedad Preview: Xavi Has Huge Lineup Boost  Forbes,"(4, 11, 2023)",POSITIVE
